Drone,SerialNumber,DataType,ReferenceSNRLevel,CenterFrequency,SampleRate,IFBandwidth,ScaleFactor,center_frequency_hz,center_frequency_mhz,sample_rate_hz,if_bandwidth_hz,reference_snr_db,scale_factor_numeric,source_xml_path,raw_iq_path
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_3-4s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_4-5s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_5-6s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_6-7s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_7-8s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_8-9s.iq
DJI FPV COMBO,00007,Complex Float,32,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,32.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=10/pack1_9-10s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_0-1s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_1-2s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_11-12s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_12-13s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_13-14s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_14-15s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_15-16s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_2-3s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_3-4s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_4-5s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_5-6s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_6-7s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_7-8s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_8-9s.iq
DJI FPV COMBO,00008,Complex Float,20,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,20.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=20/pack3_9-10s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_0-1s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_1-2s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_2-3s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_3-4s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_4-5s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_5-6s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_6-7s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_7-8s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_8-9s.iq
DJI FPV COMBO,00009,Complex Float,30,5760000000.000,100000000,100000000,90,5760000000.0,5760.0,100000000.0,100000000.0,30.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI FPV COMBO.rar!DJI FPV COMBO/VTSBW=40/pack2_9-10s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_0-1s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_1-2s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_2-3s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_3-4s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_4-5s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_5-6s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_6-7s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_7-8s.iq
DJI MAVIC 3 PRO,00010,Complex Float,22,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,22.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=10/pack1_8-9s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_0-1s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_1-2s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_2-3s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_3-4s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_4-5s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_5-6s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_6-7s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_7-8s.iq
DJI MAVIC 3 PRO,00011,Complex Float,6,5800000000.000,100000000,100000000,90,5800000000.0,5800.0,100000000.0,100000000.0,6.0,90.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MAVIC3 PRO.rar!DJI MAVIC3 PRO/VTSBW=20/pack2_8-9s.iq
DJI MINI 3,00012,Complex Float,21,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,21.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=10/pack1.xml,
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_0-1s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_1-2s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_2-3s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_3-4s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_4-5s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_5-6s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_6-7s.iq
DJI MINI 3,00013,Complex Float,36,2470000000.000,100000000,100000000,60,2470000000.0,2470.0,100000000.0,100000000.0,36.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI3.rar!DJI MINI3/VTSBW=20/pack2_7-8s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_0-1s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_1-2s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_2-3s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_3-4s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_4-5s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_5-6s.iq
DJI MINI4 PRO,00014,Complex Float,29,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,29.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=10/pack1_6-7s.iq
